TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
SOX5	chr12	23949453	23949953	0.0184623139116941	0.0122288299117569	654	38
SOX6	chr11	16402617	16403117	0.000479980357116718	0.000225376460932544	371	13
SOX7	chr8	10730324	10730824	0.0137489895430151	0.0132232865273541	776	52
SOX8	chr16	981557	982057	0.00285949579165538	0.00279379971642168	374	33
SOX9	chr17	72120769	72121269	0.10634128918724	0.0821027167162179	828	65
SOX9-AS1	chr17	72120543	72121043	0.106030841679664	0.0815797664481484	825	65
SP1	chr12	53379944	53380444	0.691841283193815	0.667297324157744	264	131
SP100	chr2	230415905	230416405	0.389003924216076	0.392178091874135	887	117
SP110	chr2	230219862	230220362	0.345608542793918	0.364128190361793	1068	129
SP140	chr2	230225479	230225979	0.027745014891107	0.0234533482763537	585	57
SP140L	chr2	230326929	230327429	0.317027780748623	0.329044112343418	1027	120
SP2	chr17	47895899	47896399	0.803252671247507	0.806554176405455	528	131
SP2-AS1	chr17	47941154	47941654	0.131232827176045	0.127063010627222	582	128
SP3	chr2	173965452	173965952	0.74107287051193	0.73015918526416	796	131
SP4	chr7	21427783	21428283	0.728953687861055	0.713223016308965	500	131
SP5	chr2	170715096	170715596	0.0553157514830423	0.0497827197869993	679	84
SP6	chr17	47855624	47856124	0.00644326136743278	0.00747972445076653	295	23
SP7	chr12	53335503	53336003	0.00131807228039684	0.00158505595188772	104	9
SP8	chr7	20786639	20787139	0.0284404791966236	0.0264622662494769	724	58
SP9	chr2	174334842	174335342	0.0199819481829893	0.0194584566244488	608	54
SPA17	chr11	124673593	124674093	0.18475295292512	0.177419107017788	809	127
SPAAR	chr9	35909232	35909732	0.0990713422163935	0.079614491520307	407	71
SPACA1	chr6	88047538	88048038	-0.000134387703222151	-0.000146302850001296	71	3
SPACA3	chr17	32991613	32992113	-0.000160910210430918	-0.000140417214224076	124	4
SPACA4	chr19	48606492	48606992	0.000310488969527088	0.000260432290696413	153	11
SPACA5	chrX	48126970	48127470	NA	NA	NA	NA
SPACA5B	chrX	48130406	48130906	NA	NA	NA	NA
SPACA6	chr19	51693093	51693593	0.0430716738036166	0.0403829999839458	290	44
SPACA6P-AS	chr19	51693206	51693706	0.0413179886752367	0.0385034023987494	292	43
SPACA7	chr13	112376086	112376586	-6.6009394002393e-06	-2.54257295459399e-05	106	3
SPACA9	chr9	132878640	132879140	0.0266370785247904	0.0263171630976395	652	89
SPAG1	chr8	100158084	100158584	0.269041352252541	0.251931370290155	1013	125
SPAG11A	chr8	7847629	7848129	NA	NA	NA	NA
SPAG16	chr2	213284128	213284628	0.607380946063616	0.577775298489828	597	116
SPAG17	chr1	118185019	118185519	0.0180137895938193	0.0126122034268289	1005	85
SPAG4	chr20	35615633	35616133	0.664230850332995	0.642465575638276	346	130
SPAG5	chr17	28598788	28599288	0.680159661665653	0.666713761346981	551	131
SPAG5-AS1	chr17	28598882	28599382	0.698857093188332	0.68913731861563	554	131
SPAG6	chr10	22345194	22345694	0.0721778548354213	0.0704898328567653	474	60
SPAG7	chr17	4967587	4968087	0.66153265216854	0.658849466733509	274	131
SPAG8	chr9	35812012	35812512	0.475930157328383	0.440574618629679	474	128
SPAG9	chr17	51120615	51121115	0.59611514047176	0.589382159794254	455	131
SPAM1	chr7	123924981	123925481	5.10020995366829e-05	-2.10513123632269e-05	175	6
SPANXA2-OT1	chrX	141502598	141503098	NA	NA	NA	NA
SPANXC	chrX	141698248	141698748	NA	NA	NA	NA
SPANXD	chrX	141698489	141698989	NA	NA	NA	NA
SPANXN1	chrX	145247336	145247836	NA	NA	NA	NA
SPANXN2	chrX	143720418	143720918	NA	NA	NA	NA
SPANXN3	chrX	143517225	143517725	NA	NA	52	1
SPANXN4	chrX	143025667	143026167	NA	NA	93	1
SPANXN5	chrX	52797098	52797598	NA	NA	20	1
SPARC	chr5	151686804	151687304	0.139174082841028	0.13116883663	837	107
SPARCL1	chr4	87529253	87529753	0.0136617348036365	0.0116179267654301	715	40
SPAST	chr2	32063360	32063860	0.675498127258757	0.663809657848535	487	131
SPATA1	chr1	84506050	84506550	0.743541742676992	0.736485901453864	694	131
SPATA12	chr3	57060190	57060690	0.230602775211759	0.232373017762268	975	109
SPATA13	chr13	24270436	24270936	0.184907516787479	0.181523686908226	870	110
SPATA13-AS1	chr13	24254189	24254689	0.0965254081976897	0.0964573268438332	562	73
SPATA16	chr3	173141018	173141518	-8.30744644278911e-05	-0.00011842398359373	76	3
SPATA17	chr1	217631073	217631573	0.850271796958047	0.856177664855859	864	131
SPATA17-AS1	chr1	217784870	217785370	-0.000205390548580401	-0.000236110842412116	226	7
SPATA18	chr4	52051080	52051580	0.184878699719953	0.176241450560929	849	102
SPATA19	chr11	133845288	133845788	-5.40200942465554e-05	-0.000138360459356967	84	4
SPATA2	chr20	49915293	49915793	0.727738729679398	0.749688484286863	693	131
SPATA20	chr17	50546838	50547338	0.319952417419719	0.31078056535585	839	131
SPATA21	chr1	16437174	16437674	0.00141618561097392	0.00164993519758543	255	13
SPATA22	chr17	3471497	3471997	NA	NA	NA	NA
SPATA24	chr5	139403837	139404337	0.626190505805322	0.629042989468738	660	131
SPATA25	chr20	45887349	45887849	0.00800630507476119	0.00739324201182152	247	32
SPATA2L	chr16	89701463	89701963	0.468847544677528	0.45281786023626	566	130
SPATA3	chr2	230995873	230996373	-0.000166446748564194	-0.000105859939162943	278	6
SPATA3-AS1	chr2	230995782	230996282	-9.71398961844987e-05	-7.62966169116909e-05	174	4
SPATA31A1	chr9	39355418	39355918	NA	NA	NA	NA
SPATA31A3	chr9	66992300	66992800	NA	NA	NA	NA
SPATA31C1	chr9	87917711	87918211	NA	NA	NA	NA
SPATA31C2	chr9	88134735	88135235	NA	NA	NA	NA
SPATA31D1	chr9	81988521	81989021	NA	NA	15	1
SPATA31D3	chr9	81943249	81943749	NA	NA	NA	NA
SPATA31D4	chr9	81928177	81928677	NA	NA	NA	NA
SPATA31D5P	chr9	81913186	81913686	-0.000146131185494773	-0.000129151810886097	63	4
SPATA31E1	chr9	87882606	87883106	0.000211045331947293	0.000288206413587586	206	8
SPATA32	chr17	45261862	45262362	0.0605194032188152	0.0518797664299187	561	96
SPATA33	chr16	89657553	89658053	0.576462649765684	0.606513947929182	760	131
SPATA4	chr4	176195421	176195921	0.589556415875037	0.586340151858033	1087	131
SPATA41	chr15	100350468	100350968	0.547955065173242	0.523220680093078	1349	128
SPATA42	chr1	108856966	108857466	0.00163822757443069	0.00141847099105006	170	17
SPATA45	chr1	212847399	212847899	NA	NA	42	1
SPATA46	chr1	162376604	162377104	2.6798828426033e-05	-0.000156939253950019	226	13
SPATA5	chr4	122922819	122923319	0.764153977215594	0.769304348882612	1058	131
SPATA5L1	chr15	45402070	45402570	0.547393043461079	0.545639898064138	538	131
SPATA6	chr1	48471958	48472458	0.504176488856042	0.494298055595787	446	122
SPATA6L	chr9	4666424	4666924	0.418641584201033	0.412420209878153	490	122
SPATA7	chr14	88385393	88385893	0.553947946602769	0.569888688239985	1077	131
SPATA8	chr15	96783156	96783656	NA	NA	18	1
SPATA8-AS1	chr15	96783087	96783587	NA	NA	17	1
SPATA9	chr5	95682760	95683260	-0.000101510905284364	-0.00013154057087185	270	5
SPATC1	chr8	144012163	144012663	0.100580945101982	0.0938920962612969	593	86
SPATC1L	chr21	46184209	46184709	0.519494484406293	0.492730221192757	807	126
SPATS1	chr6	44342409	44342909	0.029250974577737	0.0294975965700329	294	50
SPATS2	chr12	49366654	49367154	0.677294986033416	0.664048643328691	393	131
SPATS2L	chr2	200305630	200306130	0.289929397629429	0.259621418173794	889	123
SPC24	chr19	11155562	11156062	0.144410039599655	0.132153278612118	436	126
SPC25	chr2	168890184	168890684	0.0882309035595411	0.0879065800607382	1144	115
SPCS1	chr3	52705590	52706090	0.498276336516576	0.522477210181027	413	131
SPCS2	chr11	74948996	74949496	0.70428748709693	0.704997640541846	625	129
SPCS3	chr4	176319688	176320188	0.723804905870384	0.707860549949414	825	131
SPDEF	chr6	34556083	34556583	0.0013804878884838	0.0010441942847067	282	25
SPDL1	chr5	169583383	169583883	0.623947042187446	0.628751591888658	1125	130
SPDYA	chr2	28810583	28811083	0.0912953518268438	0.0900494722779362	670	108
SPDYC	chr11	65169985	65170485	0.00357125862133144	0.00387505932786074	141	24
SPDYE1	chr7	44000639	44001139	NA	NA	NA	NA
SPDYE2	chr7	102550981	102551481	NA	NA	NA	NA
SPDYE2B	chr7	102650074	102650574	NA	NA	NA	NA
SPDYE3	chr7	100307451	100307951	NA	NA	NA	NA
SPDYE4	chr17	8758309	8758809	-9.89578791843759e-05	-0.000112438433691525	76	2
SPDYE5	chr7	75493376	75493876	NA	NA	NA	NA
SPDYE6	chr7	102356194	102356694	NA	NA	NA	NA
SPDYE7P	chr7	72868841	72869341	NA	NA	NA	NA
SPECC1	chr17	20155743	20156243	0.506337278306634	0.513771508688613	827	129
SPECC1L	chr22	24270566	24271066	0.68821804524585	0.682074878071047	541	131
SPECC1L-ADORA2A	chr22	24270566	24271066	0.68821804524585	0.682074878071047	541	131
SPEF1	chr20	3781205	3781705	0.221971385504732	0.200296534834997	613	127
SPEF2	chr5	35617636	35618136	0.160272333115175	0.16086467000055	1281	121
SPEG	chr2	219434727	219435227	0.00365911497298049	0.0025188795806948	480	26
SPEM1	chr17	7420109	7420609	2.64759051528376e-05	5.538430932681e-05	168	12
SPEN	chr1	15847613	15848113	0.538643550776386	0.525339230017103	344	131
SPERT	chr13	45702053	45702553	-3.38934558599337e-05	-7.49310958702808e-05	172	9
SPESP1	chr15	68930249	68930749	0.009954699535323	0.00854438549428568	494	45
SPG11	chr15	44663428	44663928	0.524405456658908	0.522157750058102	377	130
SPG20	chr13	36346259	36346759	0.640832652810594	0.628297307303623	486	125
SPG20-AS1	chr13	36346180	36346680	0.633306082855532	0.618854642994787	482	125
SPG21	chr15	64989696	64990196	0.441204378805296	0.436726966066448	582	131
SPG7	chr16	89508137	89508637	0.510262678915921	0.499034863457993	607	131
SPHAR	chr1	229304131	229304631	-0.000286891357264394	-0.000343799418640821	293	20
SPHK1	chr17	76384358	76384858	0.169133871518499	0.169658179991505	476	117
SPHK2	chr19	48619040	48619540	0.520726569534681	0.526240250437029	305	131
SPHKAP	chr2	228181395	228181895	-6.45675487303456e-05	-4.21056463867342e-05	198	9
SPI1	chr11	47378326	47378826	0.0893257873912678	0.0895180565633739	465	85
SPIB	chr19	50418687	50419187	0.0186839152478724	0.0176259826685317	186	39
SPIC	chr12	101475170	101475670	-0.000104216969880958	-0.000157012379819835	68	3
SPICE1	chr3	113514937	113515437	0.64850536345265	0.646510430506625	909	131
SPIDR	chr8	47260627	47261127	0.578609987571006	0.587554221852767	1428	130
SPIN1	chr9	88388131	88388631	0.641977095099862	0.617209824440954	841	131
SPIN2A	chrX	57137375	57137875	0.0127961311527402	0.0085014065029595	155	20
SPIN2B	chrX	57121296	57121796	0.688638036605258	0.689906394885253	715	129
SPIN3	chrX	56995305	56995805	0.513118329316099	0.506648471217418	657	121
SPIN4	chrX	63351089	63351589	0.699534177489128	0.700336600215041	485	131
SPINK1	chr5	147838981	147839481	0.00619710751510809	0.00537407516385773	326	25
SPINK13	chr5	148268609	148269109	0.00307394042112071	0.00215048140581675	539	37
SPINK14	chr5	148168295	148168795	NA	NA	NA	NA
SPINK2	chr4	56821492	56821992	0.028154272584197	0.0241311490774641	495	58
SPINK4	chr9	33239913	33240413	0.0140238710882049	0.012277477993706	555	56
SPINK5	chr5	148063721	148064221	-0.000294095746891429	-0.000316811711652674	243	9
SPINK6	chr5	148202543	148203043	-0.000113220485958366	-0.000177565575557423	278	10
SPINK7	chr5	148312176	148312676	1.69207920050893e-05	-7.80343945649335e-05	201	8
SPINK8	chr3	48328091	48328591	NA	NA	NA	NA
SPINK9	chr5	148335308	148335808	-0.000156476554947273	-9.27391816160683e-05	91	3
SPINT1	chr15	40843797	40844297	0.0873692977505257	0.0835286460146304	341	75
SPINT2	chr19	38264207	38264707	0.0592978856798432	0.0467188918827703	517	108
SPINT3	chr20	45515374	45515874	-0.000247212196696432	-0.000189096591143263	158	8
SPINT4	chr20	45722084	45722584	NA	NA	NA	NA
SPIRE1	chr18	12657663	12658163	0.131696588552728	0.129937110875343	955	120
SPIRE2	chr16	89828248	89828748	0.0403118899038704	0.0375499328272434	562	92
SPN	chr16	29662968	29663468	0.0735846965956436	0.0746380982097031	308	64
SPNS1	chr16	28974524	28975024	0.312416533074186	0.2891719345872	341	128
SPNS2	chr17	4498592	4499092	0.0111373932736088	0.00935203224094052	564	68
SPNS3	chr17	4433673	4434173	0.00902394596079678	0.00801768354844073	437	52
SPO11	chr20	57329524	57330024	0.00198443915496092	0.00160012342746927	758	20
SPOCD1	chr1	31815801	31816301	0.178213305953379	0.166354429699485	623	104
SPOCK1	chr5	137499079	137499579	0.015995212182777	0.0153427333835192	363	52
SPOCK2	chr10	72088782	72089282	0.0373199213513998	0.0331990089868701	762	73
SPOCK3	chr4	167234340	167234840	0.0246266329538713	0.0225074508868686	876	64
SPON1	chr11	13962386	13962886	0.00477976679562698	0.00359586562183206	551	40
SPON2	chr4	1172619	1173119	0.0505974344693199	0.0429379452373809	749	70
SPOP	chr17	49677913	49678413	0.703862655725184	0.708130712476409	772	131
SPOPL	chr2	138501529	138502029	0.660607720611337	0.658960192390526	784	131
SPOUT1	chr9	128829571	128830071	0.0217476935016534	0.0165651019886361	584	95
SPP1	chr4	87975399	87975899	0.0393726758659933	0.0377021135502172	954	79
SPP2	chr2	234050451	234050951	0.000288766579080708	0.000178832252162987	242	7
SPPL2A	chr15	50765463	50765963	0.723677154823303	0.720541268460701	654	131
SPPL2B	chr19	2328379	2328879	0.0599713703824103	0.0558097813771454	533	114
SPPL2C	chr17	45844639	45845139	-0.00016905894912415	-0.000191381321251758	67	4
SPPL3	chr12	120904102	120904602	0.133388912930121	0.119514329821369	713	126
SPR	chr2	72887132	72887632	0.35111356188819	0.351197122369556	618	125
SPRED1	chr15	38252600	38253100	0.500855473420502	0.47591224917538	778	128
SPRED2	chr2	65432272	65432772	0.478087076294321	0.462087624502777	785	131
SPRED3	chr19	38389949	38390449	0.016837808579532	0.0134577268673559	416	49
SPRN	chr10	133424367	133424867	NA	NA	NA	NA
SPRNP1	chr10	133569708	133570208	NA	NA	NA	NA
SPRR1A	chr1	152983837	152984337	0.00114785412045536	0.00075995785977376	81	9
SPRR1B	chr1	153030952	153031452	0.000683445670160329	0.000400961290678768	59	7
SPRR2A	chr1	153057262	153057762	0.000785316488706481	0.000788681230764509	50	8
SPRR2B	chr1	153071358	153071858	NA	NA	3	1
SPRR2C	chr1	153141243	153141743	0.00494691913879901	0.00485095956010592	35	13
SPRR2D	chr1	153040868	153041368	0.0025167318605459	0.00218176202934837	50	12
SPRR2E	chr1	153094278	153094778	0.000216643420086503	0.000126097996061402	60	6
SPRR2F	chr1	153113265	153113765	9.49213900193215e-05	7.113025130209e-05	59	5
SPRR2G	chr1	153150701	153151201	0.00254549895344883	0.00226369805389695	44	10
SPRR3	chr1	153001496	153001996	0.00275265697529239	0.00240971818887741	125	14
SPRR4	chr1	152970402	152970902	-0.000117439812096301	-5.4948223459592e-05	14	3
SPRTN	chr1	231337685	231338185	0.721053679038516	0.70894072285177	532	131
SPRY1	chr4	123396544	123397044	0.301175077559806	0.263069872192306	1110	129
SPRY2	chr13	80339409	80339909	0.428302133229891	0.403395924004425	887	125
SPRY3	chrX	155767484	155767984	0.070829527191381	0.0445121296203284	353	51
SPRY4	chr5	142324805	142325305	0.219808749571542	0.203728891643287	941	127
SPRY4-IT1	chr5	142318072	142318572	0.0388205914345506	0.0375026609144931	591	40
SPRYD3	chr12	53079170	53079670	0.433097290223087	0.451000464335918	531	130
SPRYD4	chr12	56468266	56468766	0.0429517616110841	0.0390605355519299	283	77
SPRYD7	chr13	49936251	49936751	0.614803908874827	0.604049181112356	746	131
SPSB1	chr1	9292631	9293131	0.122340814874777	0.121666640245993	898	111
SPSB2	chr12	6873107	6873607	0.333060170877007	0.326299164227891	432	131
SPSB3	chr16	1782330	1782830	0.688335744197028	0.706685985358945	393	129
SPSB4	chr3	141051151	141051651	0.0255836621982094	0.0226587682914091	726	55
SPTA1	chr1	158686466	158686966	0.000879024927904893	0.000610278964214843	97	14
SPTAN1	chr9	128552307	128552807	0.31418904128511	0.322823336680152	468	124
SPTB	chr14	64822898	64823398	0.0261901713180124	0.0222461156233777	702	77
SPTBN1	chr2	54456066	54456566	0.160674574141256	0.131160040703303	1044	87
SPTBN2	chr11	66721149	66721649	0.00882620607919501	0.00900856166205658	135	21
SPTBN4	chr19	40466968	40467468	0.0501778911341747	0.0516998952870021	274	55
SPTBN5	chr15	41893827	41894327	0.155673223682589	0.163601036158733	460	80
SPTLC1	chr9	92115224	92115724	0.641237076182513	0.648736136097005	930	131
SPTLC2	chr14	77616517	77617017	0.63287834079177	0.6306180574695	622	131
SPTLC3	chr20	13008728	13009228	0.282818131418854	0.267286537838861	913	113
SPTSSA	chr14	34462012	34462512	0.61401398630939	0.604925104132722	817	131
SPTSSB	chr3	161371833	161372333	0.0979867457949464	0.0854636361334711	913	89
SPTY2D1	chr11	18634223	18634723	0.715524800424404	0.712769874006406	505	131
SPTY2D1-AS1	chr11	18599553	18600053	0.00539065818024279	0.00499856893588424	371	24
SPX	chr12	21526006	21526506	0.00853650694536134	0.00525284837506508	430	21
SPZ1	chr5	80319720	80320220	-0.000176176371797417	-0.000104901016449338	192	4
SQLE	chr8	124998227	124998727	0.641443877262477	0.661545992091898	879	131
SQRDL	chr15	45634489	45634989	0.350720443470022	0.355292131975984	461	124
SQSTM1	chr5	179820591	179821091	0.512167462591034	0.491676067679447	452	131
SRA1	chr5	140557843	140558343	0.593283722550157	0.613660833518036	532	131
SRBD1	chr2	45611044	45611544	0.343127265890337	0.349177171636383	1106	128
SRC	chr20	37344434	37344934	0.0689375463128244	0.0612196103264851	612	77
SRCAP	chr16	30698890	30699390	0.44626361395393	0.427224461206308	272	130
SRCIN1	chr17	38605680	38606180	0.0179918979736687	0.0171138297597165	630	66
SRD5A1	chr5	6633071	6633571	0.66246205253687	0.655226293597385	656	131
SRD5A1P1	chrX	139446568	139447068	NA	NA	NA	NA
SRD5A2	chr2	31580721	31581221	-0.000157158019389033	-0.000158758356930217	84	4
SRD5A3	chr4	55345970	55346470	0.657303116329545	0.656581605183626	1030	131
SRD5A3-AS1	chr4	55385330	55385830	0.0199342512290739	0.0200649478471981	402	33
SREBF1	chr17	17836761	17837261	0.437753955843956	0.419851257682807	771	131
SREBF2	chr22	41832828	41833328	0.697720853959198	0.701423796345321	415	130
SREK1	chr5	66143967	66144467	0.713072955720564	0.696276984217104	583	131
SREK1IP1	chr5	64768419	64768919	0.752652306394843	0.753247531387571	465	131
SRF	chr6	43171044	43171544	0.70561366222201	0.698374964414924	419	131
SRFBP1	chr5	121961710	121962210	0.613530184614098	0.604221271531248	752	131
SRGAP1	chr12	63844502	63845002	0.367936165853699	0.352976948489598	875	129
SRGAP2	chr1	206342595	206343095	NA	NA	NA	NA
SRGAP2-AS1	chr1	121397655	121398155	NA	NA	NA	NA
SRGAP2B	chr1	121365040	121365540	NA	NA	NA	NA
SRGAP2C	chr1	121365040	121365540	NA	NA	NA	NA
SRGAP2D	chr1	121365040	121365540	NA	NA	NA	NA
SRGAP3	chr3	9249435	9249935	0.0423007083792866	0.0358866244128245	848	115
SRGAP3-AS2	chr3	9192242	9192742	-0.000247575858192282	-0.000229408309499967	213	13
SRGAP3-AS3	chr3	9216644	9217144	-0.000222215756443013	-0.000208277122166523	172	10
SRGN	chr10	69087777	69088277	0.15668511235283	0.152729814357808	617	111
SRI	chr7	88219834	88220334	0.627796996594699	0.620709991010627	456	130
SRL	chr16	4241830	4242330	0.00122232213818337	0.000983030175116505	392	21
SRM	chr1	11059784	11060284	0.25847018731484	0.244189432627716	675	131
SRMS	chr20	63547254	63547754	0.00417610668528995	0.00372370232176056	414	19
SRP14	chr15	40038952	40039452	0.463454025422131	0.460293056255716	714	131
SRP14-AS1	chr15	40039060	40039560	0.477516746591438	0.477895610279675	715	131
SRP19	chr5	112860937	112861437	0.697788562629997	0.696987988490272	850	131
SRP54	chr14	34982647	34983147	0.67365585226604	0.670314727080018	350	131
SRP68	chr17	76072276	76072776	0.00819570237409084	0.00804041663182349	558	88
SRP72	chr4	56467345	56467845	0.695135358730479	0.694908563698323	491	131
SRP9	chr1	225777562	225778062	0.545537712865977	0.539873095335078	848	131
SRPK1	chr6	35920930	35921430	0.252638155978852	0.255026270817255	717	130
SRPK2	chr7	105268827	105269327	0.282650504526322	0.279814744999485	735	126
SRPK3	chrX	153780750	153781250	0.0723622175252348	0.0795428446233373	467	46
SRPRA	chr11	126268732	126269232	0.710699252987895	0.717284165557687	718	131
SRPRB	chr3	133783782	133784282	1.11204539670029e-05	-1.38147841736608e-07	116	3
SRPX	chrX	38220674	38221174	0.0223076652366597	0.0185865637064742	786	55
SRPX2	chrX	100643915	100644415	0.155582782029258	0.153616261264842	384	89
SRR	chr17	2303692	2304192	0.489332018784041	0.512602753079918	837	131
SRRD	chr22	26483633	26484133	0.595900332950163	0.605027621076125	675	131
SRRM1	chr1	24642852	24643352	0.673553959129172	0.669132499070141	642	131
SRRM2	chr16	2752078	2752578	0.690074446357911	0.679263848607373	252	131
SRRM2-AS1	chr16	2744547	2745047	0.00155897081035946	0.00203170382872096	50	7
SRRM3	chr7	76201642	76202142	0.0249409482979845	0.0223620570437686	510	39
SRRM4	chr12	118981244	118981744	0.00177529625237245	0.00108850143316252	270	16
SRRM5	chr19	43611850	43612350	0.00222450204518575	0.00234866868992284	121	16
SRRT	chr7	100874828	100875328	0.575067814422678	0.575646176337014	559	131
SRSF1	chr17	58007096	58007596	0.651264208475084	0.632331495567333	692	131
SRSF10	chr1	23980213	23980713	NA	NA	NA	NA
SRSF11	chr1	70205431	70205931	0.723159568584765	0.724926581473452	467	131
SRSF12	chr6	89117831	89118331	0.138605662745739	0.133488487245918	650	82
SRSF2	chr17	76737161	76737661	0.670135827139454	0.663816556769283	433	131
SRSF3	chr6	36594062	36594562	0.663193406213125	0.653284007942463	537	131
SRSF4	chr1	29181875	29182375	0.712526207471958	0.709635530731394	400	131
SRSF5	chr14	69766836	69767336	0.731881050454783	0.735053052438402	669	131
SRSF6	chr20	43457613	43458113	0.751804810824076	0.735535051000998	599	131
SRSF7	chr2	38751244	38751744	0.712158521578426	0.703274942808432	601	131
SRSF8	chr11	95066626	95067126	0.47586426014311	0.463268074945129	949	131
SRSF9	chr12	120469505	120470005	0.372765538157295	0.357649274358481	517	130
SRXN1	chr20	653120	653620	0.405877870797106	0.40325636587334	899	130
SRY	chrY	2787491	2787991	NA	NA	NA	NA
SS18	chr18	26090397	26090897	0.715854096786081	0.693178942981363	539	131
SS18L1	chr20	62143469	62143969	0.500392678191902	0.516035895814809	850	131
SS18L2	chr3	42581589	42582089	0.650809382658664	0.651475624460305	728	131
SSB	chr2	169798561	169799061	0.679356963020802	0.692543973948347	560	131
SSBP1	chr7	141738070	141738570	0.734940973053519	0.736662251678521	868	131
SSBP2	chr5	81751003	81751503	0.622825845806113	0.620611945105332	661	131
SSBP3	chr1	54406145	54406645	0.359058494865146	0.335344796682454	914	129
SSBP3-AS1	chr1	54236192	54236692	0.00399324535553654	0.00358984100748023	386	17
SSBP4	chr19	18419085	18419585	0.369653134478386	0.348087046625048	490	129
SSC4D	chr7	76409445	76409945	0.0112574694590963	0.00907190889522862	317	24
SSC5D	chr19	55488252	55488752	0.0465471449131345	0.0367873033545047	348	62
SSFA2	chr2	181891465	181891965	0.725407888721087	0.703542373792236	892	131
SSH1	chr12	108857333	108857833	0.248872228833099	0.240191985095911	811	130
SSH2	chr17	29929978	29930478	0.509505385951185	0.47766004945898	783	131
SSH3	chr11	67303197	67303697	0.115371405850822	0.109188097381562	466	117
SSMEM1	chr7	130207613	130208113	0.124300736680794	0.125315897975341	481	55
SSNA1	chr9	137188351	137188851	0.634511217909817	0.628801709139268	602	131
SSPN	chr12	26195322	26195822	0.128661978651594	0.113754257384401	944	92
SSPO	chr7	149775791	149776291	0.146081314019271	0.148288609657298	545	87
SSR1	chr6	7313064	7313564	0.643398409025218	0.659200329665167	1054	131
SSR2	chr1	156020717	156021217	0.092010273370549	0.0753289764724429	662	126
SSR3	chr3	156554950	156555450	0.611288767954508	0.620632754856797	772	131
SSR4	chrX	153794198	153794698	0.692843055156464	0.687014140269485	698	131
SSR4P1	chr21	45072961	45073461	0.0207748327975272	0.0157872091267129	1221	74
SSRP1	chr11	57335627	57336127	0.374372568506933	0.369774564515906	655	131
SSSCA1	chr11	65570208	65570708	0.355511412688921	0.330300505406165	668	130
SSSCA1-AS1	chr11	65570163	65570663	0.349100004703697	0.324036422460309	664	130
SST	chr3	187670163	187670663	0.00123427898414319	0.000675785784600829	408	19
SSTR1	chr14	38207748	38208248	0.0204254358688072	0.0151813349846215	709	46
SSTR2	chr17	73164770	73165270	0.0109122907799523	0.0102320365088132	745	62
SSTR3	chr22	37212126	37212626	0.0174681771520999	0.0154874487855345	350	28
SSTR4	chr20	23035169	23035669	NA	NA	44	1
SSTR5	chr16	1078530	1079030	0.0067186690778776	0.00477546142864641	222	28
SSTR5-AS1	chr16	1078481	1078981	0.0067410788416139	0.00470351757933458	238	29
SSU72	chr1	1574632	1575132	0.648845252393116	0.640492150611793	859	131
SSUH2	chr3	8651828	8652328	0.00146132780058575	0.00116098351645006	419	28
SSX1	chrX	48255066	48255566	-0.000158688393391768	-0.000166258961205884	56	3
SSX2IP	chr1	84690307	84690807	0.498880170708448	0.491082584687899	977	131
SSX3	chrX	48356503	48357003	NA	NA	NA	NA
SSX5	chrX	48196513	48197013	NA	NA	NA	NA
SSX6	chrX	48107731	48108231	0.000119428585397633	0.000118321882458869	31	5
SSX7	chrX	52654650	52655150	NA	NA	83	1
SSX8	chrX	52622684	52623184	NA	NA	NA	NA
SSX9	chrX	48305929	48306429	NA	NA	NA	NA
ST13	chr22	40856758	40857258	0.742648890432604	0.741018888638656	322	131
ST13P4	chr13	50171767	50172267	0.000258863440203335	0.000328110948433751	205	9
ST14	chr11	130159536	130160036	0.0848931263795707	0.0828493039719292	663	72
ST18	chr8	52409629	52410129	-5.20513625575203e-05	-0.000135829195790366	69	5
ST20	chr15	79915006	79915506	0.00615895070334084	0.0052961881511613	284	19
ST20-AS1	chr15	79922520	79923020	0.706925544415244	0.688913826124076	478	130
ST20-MTHFS	chr15	79922856	79923356	0.721919137499976	0.707546990094221	477	131
ST3GAL1	chr8	133571690	133572190	0.46562767883619	0.456684746435323	1150	131
ST3GAL2	chr16	70438838	70439338	0.27599683543662	0.255419865112021	478	128
ST3GAL3	chr1	43707282	43707782	0.255498150589474	0.28251908877352	711	127
ST3GAL4	chr11	126355394	126355894	0.229502265061668	0.23967566875815	887	131
ST3GAL5	chr2	85888784	85889284	0.344601671943822	0.352048371990894	1066	129
ST3GAL5-AS1	chr2	85889029	85889529	0.361429839387978	0.371025468744703	1054	130
ST3GAL6	chr3	98731985	98732485	0.366004927136129	0.392902588055319	995	111
ST3GAL6-AS1	chr3	98732401	98732901	0.370217677835096	0.396712396495835	1059	112
ST5	chr11	8910701	8911201	0.185017574682503	0.181007642224113	809	131
ST6GAL1	chr3	186930275	186930775	0.173507965049842	0.157755257635263	1031	122
ST6GAL2	chr2	106886857	106887357	0.0182198275174074	0.0149418668789754	634	35
ST6GALNAC1	chr17	76643588	76644088	0.00340892854886968	0.00205535418092384	440	45
ST6GALNAC2	chr17	76585813	76586313	0.0473252723438898	0.0429543033425401	509	92
ST6GALNAC3	chr1	76074433	76074933	0.320765199359514	0.312488461366364	1032	119
