GeneSymbol	gene_chr	gene_tss	gene_tss500bp	is_ubiqutious_uniform
RASL10A	chr22	29315506	29316006	False
RASL10B	chr17	35731409	35731909	False
RASL11A	chr13	27270076	27270576	False
RASL11B	chr4	52862077	52862577	False
RASL12	chr15	65067862	65068362	False
RASSF1	chr3	50340686	50341186	False
RASSF1-AS1	chr3	50337260	50337760	False
RASSF10	chr11	13009172	13009672	False
RASSF2	chr20	4823395	4823895	False
RASSF3	chr12	64610262	64610762	False
RASSF4	chr10	44959520	44960020	False
RASSF5	chr1	206507279	206507779	False
RASSF6	chr4	73620320	73620820	False
RASSF7	chr11	561199	561699	False
RASSF8	chr12	25958780	25959280	False
RASSF8-AS1	chr12	25957335	25957835	False
RASSF9	chr12	85836290	85836790	False
RAVER1	chr19	10333388	10333888	False
RAVER2	chr1	64744844	64745344	False
RAX	chr18	59273143	59273643	False
RAX2	chr19	3771971	3772471	False
RB1	chr13	48303496	48303996	False
RB1CC1	chr8	52714216	52714716	False
RBAK	chr7	5045671	5046171	False
RBAK-RBAKDN	chr7	5045570	5046070	False
RBAKDN	chr7	5071809	5072309	False
RBBP4	chr1	32650897	32651397	True
RBBP5	chr1	205121772	205122272	False
RBBP6	chr16	24539336	24539836	False
RBBP7	chrX	16870161	16870661	True
RBBP8	chr18	22933625	22934125	False
RBBP8NL	chr20	62427323	62427823	False
RBBP9	chr20	18496993	18497493	True
RBCK1	chr20	407799	408299	False
RBFA	chr18	80034095	80034595	True
RBFADN	chr18	80067005	80067505	False
RBFOX1	chr16	7332499	7332999	False
RBFOX2	chr22	35840333	35840833	False
RBFOX3	chr17	79515898	79516398	False
RBKS	chr2	27890146	27890646	False
RBL1	chr20	37095965	37096465	False
RBL2	chr16	53434169	53434669	False
RBM10	chrX	47144967	47145467	False
RBM11	chr21	14215879	14216379	False
RBM12	chr20	35664706	35665206	True
RBM12B	chr8	93740746	93741246	True
RBM12B-AS1	chr8	93739860	93740360	False
RBM14	chr11	66616331	66616831	False
RBM14-RBM4	chr11	66616331	66616831	True
RBM15	chr1	110339072	110339572	True
RBM15B	chr3	51391017	51391517	False
RBM17	chr10	6088735	6089235	True
RBM18	chr9	122264614	122265114	True
RBM19	chr12	113966121	113966621	True
RBM20	chr10	110644146	110644646	False
RBM22	chr5	150700857	150701357	True
RBM23	chr14	22918937	22919437	False
RBM24	chr6	17282450	17282950	False
RBM25	chr14	73058262	73058762	False
RBM26	chr13	79405971	79406471	False
RBM26-AS1	chr13	79406058	79406558	False
RBM27	chr5	146203349	146203849	True
RBM28	chr7	128343658	128344158	False
RBM3	chrX	48574102	48574602	True
RBM33	chr7	155644258	155644758	False
RBM34	chr1	235161366	235161866	False
RBM38	chr20	57391147	57391647	False
RBM39	chr20	35742086	35742586	True
RBM4	chr11	66638366	66638866	True
RBM41	chrX	107118577	107119077	False
RBM42	chr19	35628765	35629265	True
RBM43	chr2	151261625	151262125	False
RBM44	chr2	237798494	237798994	False
RBM45	chr2	178112173	178112673	True
RBM46	chr4	154781021	154781521	False
RBM47	chr4	40515723	40516223	False
RBM48	chr7	92528522	92529022	False
RBM4B	chr11	66677671	66678171	True
RBM5	chr3	50088657	50089157	False
RBM5-AS1	chr3	50100738	50101238	False
RBM6	chr3	49939793	49940293	False
RBM7	chr11	114400278	114400778	True
RBM8A	chr1	145927286	145927786	False
RBMS1	chr2	160493557	160494057	True
RBMS2	chr12	56521574	56522074	False
RBMS3	chr3	29281061	29281561	False
RBMS3-AS1	chr3	29933906	29934406	False
RBMS3-AS3	chr3	29280689	29281189	False
RBMX	chrX	136880530	136881030	False
RBMX2	chrX	130401718	130402218	True
RBMXL1	chr1	88992710	88993210	True
RBMXL2	chr11	7088683	7089183	False
RBMXL3	chrX	115189149	115189649	False
RBMY1A3P	chrY	9322624	9323124	False
RBMY2EP	chrY	21401312	21401812	False
RBMY2FP	chrY	22308608	22309108	False
RBMY3AP	chrY	9614903	9615403	False
RBP1	chr3	139539579	139540079	False
RBP2	chr3	139476260	139476760	False
RBP3	chr10	47348120	47348620	False
RBP4	chr10	93600986	93601486	False
RBP5	chr12	7128641	7129141	False
RBP7	chr1	9996946	9997446	False
RBPJ	chr4	26319459	26319959	False
RBPJL	chr20	45306592	45307092	False
RBPMS	chr8	30384250	30384750	False
RBPMS-AS1	chr8	30385151	30385651	False
RBPMS2	chr15	64775337	64775837	False
RBSN	chr3	15098907	15099407	False
RBX1	chr22	40951096	40951596	True
RC3H1	chr1	173992822	173993322	False
RC3H2	chr9	122905033	122905533	False
RCAN1	chr21	34614892	34615392	False
RCAN2	chr6	46325642	46326142	False
RCAN3	chr1	24502646	24503146	False
RCAN3AS	chr1	24502132	24502632	False
RCBTB1	chr13	49585333	49585833	True
RCBTB2	chr13	48533006	48533506	False
RCC1	chr1	28517982	28518482	False
RCC2	chr1	17439504	17440004	False
RCCD1	chr15	90954625	90955125	False
RCE1	chr11	66843161	66843661	True
RCHY1	chr4	75514180	75514680	False
RCL1	chr9	4792583	4793083	False
RCN1	chr11	32090680	32091180	True
RCN2	chr15	76931370	76931870	True
RCN3	chr19	49527367	49527867	False
RCOR1	chr14	102592408	102592908	False
RCOR2	chr11	63916594	63917094	False
RCOR3	chr1	211259115	211259615	True
RCSD1	chr1	167629942	167630442	False
RCVRN	chr17	9905117	9905617	False
RD3	chr1	211492667	211493167	False
RD3L	chr14	103942058	103942558	False
RDH10	chr8	73294351	73294851	False
RDH10-AS1	chr8	73356211	73356711	False
RDH11	chr14	67695543	67696043	True
RDH12	chr14	67701635	67702135	False
RDH13	chr19	55062967	55063467	False
RDH14	chr2	18560443	18560943	True
RDH16	chr12	56959124	56959624	False
RDH5	chr12	55720116	55720616	False
RDH8	chr19	10012998	10013498	False
RDM1	chr17	35930526	35931026	False
RDX	chr11	110296462	110296962	False
REC114	chr15	73442907	73443407	False
REC8	chr14	24171774	24172274	False
RECK	chr9	36036662	36037162	False
RECQL	chr12	21501419	21501919	True
RECQL4	chr8	144517576	144518076	False
RECQL5	chr17	75666939	75667439	True
REEP1	chr2	86337404	86337904	False
REEP2	chr5	138438750	138439250	False
REEP3	chr10	63521112	63521612	True
REEP4	chr8	22141701	22142201	False
REEP5	chr5	112922084	112922584	False
REEP6	chr19	1490754	1491254	False
REG1A	chr2	79120207	79120707	False
REG1B	chr2	79087774	79088274	False
REG1CP	chr2	79138177	79138677	False
REG3A	chr2	79159504	79160004	False
REG3G	chr2	79025435	79025935	False
REG4	chr1	119811330	119811830	False
REL	chr2	60881244	60881744	False
RELA	chr11	65662722	65663222	False
RELB	chr19	45001198	45001698	False
RELL1	chr4	37686127	37686627	False
RELL2	chr5	141636699	141637199	False
RELN	chr7	103989266	103989766	False
RELT	chr11	73376417	73376917	False
REM1	chr20	31475037	31475537	False
REM2	chr14	22882972	22883472	False
REN	chr1	204166087	204166587	False
RENBP	chrX	153944530	153945030	False
REP15	chr12	27696268	27696768	False
REPIN1	chr7	150368539	150369039	True
REPS1	chr6	138988011	138988511	False
REPS2	chrX	16946440	16946940	False
RER1	chr1	2391524	2392024	True
RERE	chr1	8817390	8817890	False
REREP3	chr15	22258363	22258863	False
RERG	chr12	15221227	15221727	False
RERG-AS1	chr12	15151672	15152172	False
RERGL	chr12	18089943	18090443	False
RESP18	chr2	219332927	219333427	False
REST	chr4	56907625	56908125	False
RET	chr10	43076818	43077318	False
RETN	chr19	7668835	7669335	False
RETNLB	chr3	108757033	108757533	False
RETSAT	chr2	85354448	85354948	False
REV1	chr2	99489806	99490306	False
REV3L	chr6	111483465	111483965	False
REXO1	chr19	1848203	1848703	False
REXO2	chr11	114439135	114439635	True
REXO4	chr9	133417846	133418346	True
RFC1	chr4	39366131	39366631	False
RFC2	chr7	74254208	74254708	False
RFC3	chr13	33817818	33818318	False
RFC4	chr3	186806251	186806751	False
RFC5	chr12	118016410	118016910	False
RFESD	chr5	95646628	95647128	False
RFFL	chr17	35063490	35063990	False
RFK	chr9	76394278	76394778	False
RFLNA	chr12	123972933	123973433	False
RFLNB	chr17	445690	446190	False
RFNG	chr17	82051524	82052024	False
RFPL1	chr22	29438332	29438832	False
RFPL1S	chr22	29441879	29442379	False
RFPL2	chr22	32193229	32193729	False
RFPL3	chr22	32354634	32355134	False
RFPL3S	chr22	32370826	32371326	False
RFPL4A	chr19	55758890	55759390	False
RFPL4AL1	chr19	55771554	55772054	False
RFPL4B	chr6	112347079	112347579	False
RFT1	chr3	53130204	53130704	True
RFTN1	chr3	16513465	16513965	False
RFTN2	chr2	197675610	197676110	False
RFWD2	chr1	176206994	176207494	False
RFWD3	chr16	74666631	74667131	False
RFX1	chr19	14006072	14006572	False
RFX2	chr19	6110403	6110903	False
RFX3	chr9	3525751	3526251	False
RFX3-AS1	chr9	3667835	3668335	False
RFX4	chr12	106684448	106684948	False
RFX5	chr1	151347043	151347543	True
RFX6	chr6	116876962	116877462	False
RFX7	chr15	56243035	56243535	False
RFX8	chr2	101474453	101474953	False
RFXANK	chr19	19191948	19192448	True
RFXAP	chr13	36818951	36819451	False
RGAG1	chrX	110418806	110419306	False
RGAG4	chrX	72131651	72132151	False
RGCC	chr13	41457155	41457655	False
RGL1	chr1	183635796	183636296	False
RGL2	chr6	33299138	33299638	False
RGL3	chr19	11419092	11419592	False
RGL4	chr22	23690610	23691110	False
RGMA	chr15	93073460	93073960	False
RGMB	chr5	98769044	98769544	False
RGMB-AS1	chr5	98772834	98773334	False
RGN	chrX	47078104	47078604	False
RGP1	chr9	35749029	35749529	True
RGPD3	chr2	106468095	106468595	False
RGPD4	chr2	107826681	107827181	False
RGPD4-AS1	chr2	107825877	107826377	False
RGPD8	chr2	112433395	112433895	False
RGR	chr10	84244802	84245302	False
RGS1	chr1	192575476	192575976	False
RGS10	chr10	119536283	119536783	False
RGS11	chr16	275693	276193	False
RGS12	chr4	3313896	3314396	False
RGS13	chr1	192635887	192636387	False
RGS14	chr5	177357592	177358092	False
RGS16	chr1	182604163	182604663	False
RGS17	chr6	153131004	153131504	False
RGS18	chr1	192158211	192158711	False
RGS19	chr20	64079242	64079742	False
RGS2	chr1	192808788	192809288	False
RGS20	chr8	53851557	53852057	False
RGS21	chr1	192316741	192317241	False
RGS22	chr8	100105866	100106366	False
RGS3	chr9	113501176	113501676	False
RGS4	chr1	163068723	163069223	False
RGS5	chr1	163202923	163203423	False
RGS6	chr14	71932787	71933287	False
RGS7	chr1	241356980	241357480	False
RGS7BP	chr5	64575399	64575899	False
RGS8	chr1	182672682	182673182	False
RGS9	chr17	65137087	65137587	False
RGS9BP	chr19	32675156	32675656	False
RGSL1	chr1	182449870	182450370	False
RHAG	chr6	49636624	49637124	False
RHBDD1	chr2	226835664	226836164	True
RHBDD2	chr7	75878741	75879241	False
RHBDD3	chr22	29267745	29268245	True
RHBDF1	chr16	72381	72881	False
RHBDF2	chr17	76501177	76501677	False
RHBDL1	chr16	675415	675915	False
RHBDL2	chr1	38941580	38942080	False
RHBDL3	chr17	32265925	32266425	False
RHBG	chr1	156368938	156369438	False
RHCE	chr1	25420622	25421122	False
RHCG	chr15	89496363	89496863	False
RHD	chr1	25272235	25272735	False
RHEB	chr7	151519674	151520174	False
RHEBL1	chr12	49069775	49070275	False
RHNO1	chr12	2876948	2877448	False
RHO	chr3	129528388	129528888	False
RHOA	chr3	49411847	49412347	True
RHOB	chr2	20446820	20447320	False
RHOBTB1	chr10	60944025	60944525	False
RHOBTB2	chr8	22999328	22999828	False
RHOBTB3	chr5	95730895	95731395	False
RHOC	chr1	112707153	112707653	False
RHOD	chr11	67056567	67057067	False
RHOF	chr12	121793438	121793938	False
RHOG	chr11	3840733	3841233	False
RHOH	chr4	40196656	40197156	False
RHOJ	chr14	63204133	63204633	False
RHOQ	chr2	46542477	46542977	False
RHOT1	chr17	32142203	32142703	False
RHOT2	chr16	667832	668332	True
RHOU	chr1	228734826	228735326	False
RHOV	chr15	40874039	40874539	False
RHOXF1	chrX	120115687	120116187	False
RHOXF1-AS1	chrX	120035985	120036485	False
RHOXF1P1	chrX	120015301	120015801	False
RHPN1	chr8	143368604	143369104	False
RHPN1-AS1	chr8	143368385	143368885	False
RHPN2	chr19	33064668	33065168	False
RIBC1	chrX	53422605	53423105	False
RIBC2	chr22	45413440	45413940	False
RIC1	chr9	5628868	5629368	False
RIC3	chr11	8168844	8169344	False
RIC8A	chr11	207260	207760	True
RIC8B	chr12	106774305	106774805	False
RICTOR	chr5	39074158	39074658	False
RIDA	chr8	98116940	98117440	False
RIF1	chr2	151409632	151410132	True
RIIAD1	chr1	151721286	151721786	False
RILP	chr17	1649848	1650348	False
RILPL1	chr12	123533468	123533968	False
RILPL2	chr12	123436483	123436983	False
RIMBP2	chr12	130517615	130518115	False
RIMBP3	chr22	18611669	18612169	False
RIMKLA	chr1	42380546	42381046	False
RIMKLB	chr12	8699534	8700034	False
RIMS1	chr6	72212560	72213060	False
RIMS2	chr8	103500497	103500997	False
RIMS3	chr1	40665402	40665902	False
RIMS4	chr20	44810088	44810588	False
RIN1	chr11	66336279	66336779	False
RIN2	chr20	19889315	19889815	False
RIN3	chr14	92513530	92514030	False
RING1	chr6	33208258	33208758	True
RINL	chr19	38878029	38878529	False
RINT1	chr7	105531830	105532330	True
RIOK1	chr6	7389578	7390078	False
RIOK2	chr5	97183051	97183551	False
RIOK3	chr18	23452970	23453470	False
RIOX1	chr14	73490683	73491183	False
RIOX2	chr3	97972201	97972701	False
RIPK1	chr6	3063637	3064137	False
RIPK2	chr8	89757496	89757996	False
RIPK3	chr14	24339786	24340286	False
RIPK4	chr21	41766839	41767339	False
RIPOR1	chr16	67528563	67529063	False
RIPOR2	chr6	24910920	24911420	False
RIPOR3	chr20	50691280	50691780	False
RIPPLY1	chrX	106903081	106903581	False
RIPPLY2	chr6	83853015	83853515	False
RIPPLY3	chr21	37006312	37006812	False
RIT1	chr1	155911152	155911652	False
RIT2	chr18	43115442	43115942	False
RITA1	chr12	113185275	113185775	False
RLBP1	chr15	89221441	89221941	False
RLF	chr1	40161118	40161618	False
RLIM	chrX	74614376	74614876	False
RLN1	chr9	5339623	5340123	False
RLN2	chr9	5304361	5304861	False
RLN3	chr19	14027897	14028397	False
RMDN1	chr8	86508530	86509030	False
RMDN2	chr2	37950193	37950693	False
RMDN2-AS1	chr2	38036091	38036591	False
RMDN3	chr15	40755086	40755586	False
RMI1	chr9	83980471	83980971	False
RMI2	chr16	11345187	11345687	False
RMND1	chr6	151451931	151452431	True
RMND5A	chr2	86720040	86720540	False
RMND5B	chr5	178130710	178131210	False
RMST	chr12	97464770	97465270	False
RN7SL832P	chr2	10689759	10690259	False
RNASE1	chr14	20802627	20803127	False
RNASE10	chr14	20510221	20510721	False
RNASE11	chr14	20590008	20590508	False
RNASE12	chr14	20590573	20591073	False
RNASE13	chr14	21034535	21035035	False
RNASE2	chr14	20955220	20955720	False
RNASE3	chr14	20891152	20891652	False
RNASE4	chr14	20683962	20684462	False
RNASE6	chr14	20780800	20781300	False
RNASE7	chr14	21041975	21042475	False
RNASE8	chr14	21057571	21058071	False
RNASE9	chr14	20560681	20561181	False
RNASEH1	chr2	3558121	3558621	True
RNASEH1-AS1	chr2	3558136	3558636	False
RNASEH2A	chr19	12806363	12806863	False
RNASEH2B	chr13	50909427	50909927	False
RNASEH2B-AS1	chr13	50910462	50910962	False
RNASEH2C	chr11	65720688	65721188	False
RNASEK	chr17	7012166	7012666	False
RNASEK-C17orf49	chr17	7012166	7012666	False
RNASEL	chr1	182589009	182589509	False
RNASET2	chr6	166956339	166956839	False
RND1	chr12	48865620	48866120	False
RND2	chr17	43024990	43025490	False
RND3	chr2	150487445	150487945	False
RNF10	chr12	120534078	120534578	False
RNF103	chr2	86623627	86624127	False
RNF103-CHMP3	chr2	86720872	86721372	False
RNF11	chr1	51236022	51236522	False
RNF111	chr15	58987415	58987915	True
RNF112	chr17	19410927	19411427	False
RNF113A	chrX	119871578	119872078	True
RNF113B	chr13	98177017	98177517	False
RNF114	chr20	49936126	49936626	True
RNF115	chr1	145823873	145824373	False
RNF121	chr11	71928471	71928971	True
RNF122	chr8	33566878	33567378	False
RNF123	chr3	49689248	49689748	False
RNF125	chr18	32018231	32018731	False
RNF126	chr19	662983	663483	False
RNF126P1	chr17	57045227	57045727	False
RNF128	chrX	106693587	106694087	False
RNF13	chr3	149812437	149812937	False
RNF130	chr5	180071868	180072368	False
RNF133	chr7	122698904	122699404	False
RNF135	chr17	30970687	30971187	False
RNF138	chr18	32092355	32092855	False
RNF138P1	chr5	55534292	55534792	False
RNF139	chr8	124474516	124475016	True
RNF139-AS1	chr8	124474313	124474813	False
RNF14	chr5	141968635	141969135	False
RNF141	chr11	10540977	10541477	False
RNF144A	chr2	6917141	6917641	False
RNF144A-AS1	chr2	6918432	6918932	False
RNF144B	chr6	18387099	18387599	False
RNF145	chr5	159207576	159208076	False
RNF146	chr6	127266587	127267087	False
RNF148	chr7	122702717	122703217	False
RNF149	chr2	101308466	101308966	False
RNF150	chr4	141133212	141133712	False
RNF151	chr16	1966572	1967072	False
RNF152	chr18	61892821	61893321	False
RNF157	chr17	76240059	76240559	False
RNF157-AS1	chr17	76140305	76140805	False
RNF165	chr18	46333973	46334473	False
RNF166	chr16	88706171	88706671	False
RNF167	chr17	4939757	4940257	True
RNF168	chr3	196503518	196504018	True
RNF169	chr11	74748617	74749117	True
RNF17	chr13	24763912	24764412	False
RNF170	chr8	42896473	42896973	True
RNF175	chr4	153759985	153760485	False
RNF180	chr5	64165592	64166092	False
RNF181	chr2	85595463	85595963	True
RNF182	chr6	13924616	13925116	False
RNF183	chr9	113298790	113299290	False
RNF185	chr22	31159901	31160401	True
RNF186	chr1	19815028	19815528	False
RNF187	chr1	228487116	228487616	True
RNF19A	chr8	100303009	100303509	False
RNF19B	chr1	32964563	32965063	False
RNF2	chr1	185045168	185045668	True
RNF20	chr9	101533598	101534098	False
RNF207	chr1	6205878	6206378	False
RNF208	chr9	137221073	137221573	False
RNF212	chr4	1113314	1113814	False
RNF212B	chr14	23237667	23238167	False
RNF213	chr17	80260610	80261110	False
RNF214	chr11	117232485	117232985	False
RNF215	chr22	30387063	30387563	False
RNF216	chr7	5781480	5781980	True
RNF216-IT1	chr7	5680211	5680711	False
RNF216P1	chr7	4973734	4974234	True
RNF217	chr6	124983113	124983613	False
RNF217-AS1	chr6	124962777	124963277	False
RNF219	chr13	78658929	78659429	False
RNF219-AS1	chr13	78054604	78055104	False
RNF220	chr1	44404909	44405409	False
RNF222	chr17	8397576	8398076	False
RNF223	chr1	1074057	1074557	False
RNF224	chr9	137227315	137227815	False
RNF225	chr19	58395839	58396339	False
RNF24	chr20	4015341	4015841	False
RNF25	chr2	218671808	218672308	True
RNF26	chr11	119334249	119334749	True
RNF31	chr14	24147199	24147699	False
RNF32	chr7	156640408	156640908	False
RNF34	chr12	121399832	121400332	True
RNF38	chr9	36400049	36400549	False
RNF39	chr6	30075601	30076101	False
RNF4	chr4	2468817	2469317	True
RNF40	chr16	30761361	30761861	True
RNF41	chr12	56221681	56222181	True
RNF43	chr17	58417332	58417832	False
RNF44	chr5	176537170	176537670	False
RNF5	chr6	32178134	32178634	False
RNF6	chr13	26222121	26222621	False
RNF7	chr3	141737958	141738458	True
RNF8	chr6	37353721	37354221	True
RNFT1	chr17	59964506	59965006	False
RNFT2	chr12	116738040	116738540	False
RNGTT	chr6	88963379	88963879	False
RNH1	chr11	506571	507071	False
RNLS	chr10	88583075	88583575	False
RNMT	chr18	13726409	13726909	False
RNPC3	chr1	103525705	103526205	False
RNPEP	chr1	201982387	201982887	True
RNPEPL1	chr2	240568336	240568836	False
RNPS1	chr16	2268162	2268662	False
RNU5D-1	chr5	81205393	81205893	False
RNU5E-1	chr5	81205392	81205892	False
RNU5F-1	chr1	219873026	219873526	False
RNY5	chr12	45187219	45187719	False
ROBO1	chr3	79019209	79019709	False
ROBO2	chr3	77039892	77040392	False
ROBO3	chr11	124865158	124865658	False
ROBO4	chr11	124897685	124898185	False
ROCK1	chr18	21111601	21112101	False
ROCK1P1	chr18	108814	109314	False
ROCK2	chr2	11344335	11344835	True
ROGDI	chr16	4802700	4803200	False
ROM1	chr11	62612490	62612990	False
ROMO1	chr20	35699059	35699559	True
ROPN1	chr3	123991920	123992420	False
ROPN1B	chr3	125968893	125969393	False
ROPN1L	chr5	10441611	10442111	False
ROPN1L-AS1	chr5	10441601	10442101	False
ROR1	chr1	63773768	63774268	False
ROR1-AS1	chr1	64113541	64114041	False
ROR2	chr9	91949912	91950412	False
RORA	chr15	60627280	60627780	False
RORA-AS1	chr15	60478927	60479427	False
RORA-AS2	chr15	60681318	60681818	False
RORB	chr9	74497085	74497585	False
RORB-AS1	chr9	74498303	74498803	False
RORC	chr1	151831622	151832122	False
ROS1	chr6	117425605	117426105	False
RP1	chr8	54615816	54616316	False
RP1L1	chr8	10654857	10655357	False
RP2	chrX	46836661	46837161	False
RP9	chr7	33109140	33109640	False
RP9P	chr7	32942920	32943420	False
RPA1	chr17	1829728	1830228	False
RPA2	chr1	27914547	27915047	True
RPA3	chr7	7718357	7718857	True
RPA4	chrX	96883657	96884157	False
RPAIN	chr17	5419390	5419890	True
RPAP1	chr15	41544027	41544527	False
RPAP2	chr1	92298714	92299214	False
RPAP3	chr12	47705811	47706311	False
RPARP-AS1	chr10	102449566	102450066	False
RPE	chr2	210002314	210002814	False
RPE65	chr1	68449709	68450209	False
RPEL1	chr10	103245636	103246136	False
RPF1	chr1	84478986	84479486	True
RPF2	chr6	110981766	110982266	False
RPGR	chrX	38327285	38327785	False
RPGRIP1	chr14	21287726	21288226	False
RPGRIP1L	chr16	53703688	53704188	False
RPH3A	chr12	112791493	112791993	False
RPH3AL	chr17	352592	353092	False
RPIA	chr2	88691407	88691907	False
RPL10	chrX	154397814	154398314	False
RPL10A	chr6	35468150	35468650	False
RPL10L	chr14	46651575	46652075	False
RPL11	chr1	23691528	23692028	False
RPL12	chr9	127451182	127451682	True
RPL13	chr16	89560406	89560906	True
RPL13A	chr19	49487303	49487803	True
RPL13AP17	chr7	78346991	78347491	False
RPL13AP20	chr12	12875226	12875726	False
RPL13AP3	chr14	55765994	55766494	False
RPL13AP5	chr19	49487357	49487857	True
RPL13AP6	chr10	110937005	110937505	False
RPL13P5	chr12	6883730	6884230	False
RPL14	chr3	40457041	40457541	False
RPL15	chr3	23916553	23917053	True
RPL17	chr18	49492315	49492815	True
RPL17-C18orf32	chr18	49491334	49491834	False
RPL18	chr19	48619168	48619668	True
RPL18A	chr19	17859627	17860127	False
RPL19	chr17	39200032	39200532	True
RPL19P12	chr7	103142153	103142653	False
RPL21	chr13	27251304	27251804	False
RPL21P28	chr13	27251305	27251805	False
RPL21P44	chr4	53987032	53987532	False
RPL22	chr1	6199369	6199869	True
RPL22L1	chr3	170870006	170870506	False
RPL23	chr17	38853550	38854050	True
RPL23A	chr17	28719731	28720231	True
RPL23AP32	chr2	54528971	54529471	False
RPL23AP53	chr8	232068	232568	False
RPL23AP64	chr11	119003343	119003843	False
RPL23AP7	chr2	113626888	113627388	False
RPL23AP82	chr22	50756835	50757335	False
RPL23AP87	chr17	83226646	83227146	False
RPL23P8	chr7	20827047	20827547	False
RPL24	chr3	101686469	101686969	True
RPL26	chr17	8382914	8383414	True
RPL26L1	chr5	172959173	172959673	True
RPL27	chr17	42998178	42998678	False
RPL27A	chr11	8682197	8682697	False
RPL28	chr19	55385681	55386181	False
RPL29	chr3	51995692	51996192	True
RPL29P2	chr17	7754069	7754569	False
RPL3	chr22	39319415	39319915	True
RPL30	chr8	98045340	98045840	True
RPL31	chr2	101001978	101002478	True
RPL31P11	chr1	161685002	161685502	False
RPL32	chr3	12841332	12841832	True
RPL32P3	chr3	129399189	129399689	False
RPL34	chr4	108620339	108620839	True
RPL34-AS1	chr4	108620207	108620707	False
RPL35	chr9	124861711	124862211	True
RPL35A	chr3	197949930	197950430	True
RPL36	chr19	5690084	5690584	False
RPL36A	chrX	101390639	101391139	True
RPL36A-HNRNPH2	chrX	101390639	101391139	False
RPL36AL	chr14	49620435	49620935	False
RPL37	chr5	40835035	40835535	True
RPL37A	chr2	216498546	216499046	True
RPL38	chr17	74203405	74203905	True
RPL39	chrX	119791409	119791909	True
RPL39L	chr3	187139273	187139773	False
RPL3L	chr16	1954428	1954928	False
RPL4	chr15	66504605	66505105	False
RPL41	chr12	56116339	56116839	True
RPL5	chr1	92831786	92832286	False
RPL6	chr12	112409391	112409891	True
RPL7	chr8	73293384	73293884	False
RPL7A	chr9	133347963	133348463	True
RPL7L1	chr6	42879365	42879865	False
RPL8	chr8	144792139	144792639	False
RPL9	chr4	39458698	39459198	True
RPLP0	chr12	120200961	120201461	False
RPLP0P2	chr11	61614785	61615285	False
RPLP1	chr15	69452569	69453069	False
RPLP2	chr11	809685	810185	True
RPN1	chr3	128650626	128651126	True
RPN2	chr20	37178795	37179295	True
RPP14	chr3	58305994	58306494	True
RPP21	chr6	30344878	30345378	False
RPP25	chr15	74957184	74957684	False
RPP25L	chr9	34611863	34612363	False
RPP30	chr10	90871701	90872201	True
RPP38	chr10	15096929	15097429	True
RPP40	chr6	5003813	5004313	False
RPPH1	chr14	20343161	20343661	False
RPRD1A	chr18	36067344	36067844	False
RPRD1B	chr20	38033295	38033795	False
RPRD2	chr1	150363860	150364360	True
RPRM	chr2	153478558	153479058	False
RPRML	chr17	46978998	46979498	False
RPS10	chr6	34425875	34426375	True
RPS10-NUDT3	chr6	34425875	34426375	False
RPS10P7	chr1	201519653	201520153	False
RPS11	chr19	49496114	49496614	True
RPS12	chr6	132814318	132814818	False
RPS13	chr11	17077423	17077923	True
RPS14	chr5	150449506	150450006	False
RPS14P3	chr1	19607556	19608056	False
RPS15	chr19	1438113	1438613	True
RPS15A	chr16	18790084	18790584	True
RPS15AP10	chr1	45646435	45646935	False
RPS16	chr19	39435770	39436270	True
RPS16P5	chr6	53337367	53337867	False
RPS17	chr15	82540294	82540794	False
RPS18	chr6	33271824	33272324	True
RPS18P9	chr6	149593365	149593865	False
RPS19	chr19	41859667	41860167	False
RPS19BP1	chr22	39532605	39533105	False
RPS2	chr16	1964576	1965076	False
RPS20	chr8	56074331	56074831	True
RPS21	chr20	62386814	62387314	True
RPS23	chr5	82278166	82278666	False
RPS24	chr10	78033509	78034009	True
RPS25	chr11	119018097	119018597	True
RPS26	chr12	56041651	56042151	False
RPS26P11	chrX	72044158	72044658	False
RPS27	chr1	153990512	153991012	True
RPS27A	chr2	55232154	55232654	True
RPS27L	chr15	63157292	63157792	False
RPS28	chr19	8321249	8321749	False
RPS29	chr14	49586166	49586666	False
RPS2P32	chr7	23490137	23490637	False
RPS3	chr11	75399240	75399740	True
RPS3A	chr4	151099322	151099822	False
RPS4X	chrX	72277041	72277541	False
RPS4Y1	chrY	2841331	2841831	False
RPS4Y2	chrY	20755817	20756317	False
RPS5	chr19	58387018	58387518	True
RPS6	chr9	19379987	19380487	True
RPS6KA1	chr1	26529507	26530007	False
RPS6KA2	chr6	166862301	166862801	False
RPS6KA2-AS1	chr6	166903447	166903947	False
RPS6KA2-IT1	chr6	166465133	166465633	False
RPS6KA3	chrX	20266382	20266882	False
RPS6KA4	chr11	64358902	64359402	False
RPS6KA5	chr14	91060399	91060899	False
RPS6KA6	chrX	84187685	84188185	False
RPS6KB1	chr17	59892795	59893295	False
RPS6KB2	chr11	67428213	67428713	True
RPS6KC1	chr1	213050982	213051482	False
RPS6KL1	chr14	74922192	74922692	False
RPS7	chr2	3575012	3575512	True
RPS7P5	chr1	240007273	240007773	False
RPS8	chr1	44775323	44775823	False
RPS9	chr19	54200607	54201107	False
RPSA	chr3	39406438	39406938	False
RPSAP52	chr12	65826724	65827224	False
RPSAP58	chr19	23762763	23763263	False
RPSAP9	chr9	76398348	76398848	False
